city,date,precipitation,temp_max,temp_min,wind_speed,humidity_mean,humidity_max,humidity_min,dew_point,aqi_t+1
agra,2025-06-01,1.4000001,37.080498,26.530499,13.737904,51.336365,78.23794,29.800358,18.553415,73.0
agra,2025-06-02,0.0,35.4805,26.1805,12.682018,53.495316,68.531784,32.74834,19.028414,65.0
agra,2025-06-03,3.1,36.580498,23.780499,13.971756,54.075256,81.53589,28.825064,18.513832,90.0
agra,2025-06-04,0.0,36.9805,24.530499,11.792404,46.65047,74.64418,24.242136,16.76175,78.0
agra,2025-06-05,0.3,37.1305,25.630499,16.848999,41.04125,60.76189,28.879517,16.657581,82.0
agra,2025-06-06,0.0,40.8805,27.4305,14.083778,36.228405,52.413548,21.29525,16.643,94.0
agra,2025-06-07,0.0,42.5305,28.8305,12.56008,34.037163,50.655357,20.615322,17.093,111.0
agra,2025-06-08,0.0,43.6805,29.130499,16.45204,31.035501,48.54122,16.02881,15.982581,90.0
agra,2025-06-09,0.0,42.9305,29.880499,21.976223,25.881409,38.97424,15.605956,13.357583,116.0
agra,2025-06-10,0.0,42.7305,30.7305,16.344357,30.79553,54.416374,17.983532,16.149248,118.0
agra,2025-06-11,0.0,43.2305,31.9305,13.14493,37.429615,52.42672,24.95782,20.149248,120.0
agra,2025-06-12,0.0,43.080498,32.4305,16.818203,39.97404,55.45325,24.30522,20.9805,113.0
agra,2025-06-13,0.0,42.6305,32.2305,13.350371,40.857876,60.323814,24.524502,21.143,127.0
agra,2025-06-14,0.0,38.580498,30.280499,16.029097,46.98473,64.65346,35.425583,21.845083,82.0
agra,2025-06-15,14.6,36.1305,25.880499,22.714973,68.92941,92.55418,52.02333,24.643,97.0
agra,2025-06-16,4.8999996,39.2805,26.7305,21.304731,63.70046,88.02362,34.93552,23.576334,76.0
agra,2025-06-17,0.2,34.7305,26.4805,11.238113,75.45087,93.69441,56.292297,25.195082,34.0
agra,2025-06-18,30.600004,31.780499,25.0805,13.523978,85.220955,96.20854,71.03706,25.528418,49.0
agra,2025-06-19,14.700002,31.280499,26.030499,11.854062,89.15433,98.53145,72.222855,25.976334,36.0
agra,2025-06-20,3.1999998,34.8805,26.0805,7.382195,79.06396,99.41007,58.64795,26.040916,43.0
agra,2025-06-21,2.3,35.4305,27.4805,11.734564,74.8696,88.08607,54.730984,25.534666,54.0
agra,2025-06-22,5.6999993,34.7305,26.280499,10.120099,79.883705,95.93999,59.31389,26.101334,43.0
agra,2025-06-23,1.6,35.1805,26.2305,10.158444,76.458916,98.24132,54.974056,25.899246,55.0
agra,2025-06-24,1.2,33.9805,26.780499,12.0694,78.7746,94.82554,62.395382,26.18258,54.0
agra,2025-06-25,15.300002,34.830498,25.9805,11.928989,76.188805,96.21963,57.599926,25.578415,68.0
agra,2025-06-26,1.3,34.580498,27.6805,11.688918,75.49626,87.841354,57.530018,25.847168,59.0
agra,2025-06-27,1.1,34.5305,26.5805,11.755254,77.056335,92.86721,60.46805,25.661749,42.0
agra,2025-06-28,4.0,34.6305,26.9805,11.431062,74.04479,93.75076,56.027534,24.78258,42.0
agra,2025-06-29,10.8,33.1305,26.4305,10.739832,87.78774,98.827995,65.43671,25.82425,39.0
ahmedabad,2025-06-01,0.3,38.9675,28.067501,18.180891,53.12207,77.374825,23.595907,20.977917,103.0
ahmedabad,2025-06-02,0.3,38.6175,28.1175,17.462782,54.318676,76.13847,29.553272,21.525833,102.0
ahmedabad,2025-06-03,0.0,38.4175,28.5175,11.892265,51.415714,73.95654,27.221106,20.388332,94.0
ahmedabad,2025-06-04,0.0,39.3675,28.417501,10.062305,53.436825,76.88988,29.106632,21.719582,145.0
ahmedabad,2025-06-05,0.0,40.9175,28.3675,9.693296,48.468716,82.589806,19.766016,19.959166,128.0
ahmedabad,2025-06-06,0.0,41.1675,28.8675,11.897714,46.301533,69.44984,21.531996,20.019583,114.0
ahmedabad,2025-06-07,0.1,40.767498,27.9675,15.12107,49.508488,79.513214,26.587105,21.044582,107.0
ahmedabad,2025-06-08,0.0,40.9175,28.917501,15.351793,45.55492,70.21353,27.820324,20.571665,106.0
ahmedabad,2025-06-09,0.0,40.4675,28.8675,14.764389,45.669605,71.22463,28.824299,20.427916,83.0
ahmedabad,2025-06-10,0.0,41.4175,28.417501,16.344355,43.016132,72.03537,23.272701,19.350832,77.0
ahmedabad,2025-06-11,0.0,42.067497,29.2675,16.32055,42.70377,67.32547,20.879587,19.727919,79.0
ahmedabad,2025-06-12,0.0,40.767498,29.817501,12.662843,48.93074,70.819145,29.752645,22.125832,121.0
ahmedabad,2025-06-13,11.4,36.2175,29.9675,12.964998,64.3042,77.56516,48.68136,24.873749,107.0
ahmedabad,2025-06-14,0.0,36.017498,27.0175,10.4166975,66.44001,84.94366,42.458855,24.427916,96.0
ahmedabad,2025-06-15,31.199999,34.4175,27.417501,10.957847,78.92742,94.30386,58.5072,25.523756,65.0
ahmedabad,2025-06-16,7.299999,31.567501,26.4675,15.589497,83.06167,92.03554,64.72684,24.817503,48.0
ahmedabad,2025-06-17,6.9,33.267498,26.2175,13.737904,81.82372,93.961876,63.362633,25.448751,46.0
ahmedabad,2025-06-18,0.2,33.8675,27.2175,14.056144,74.65586,89.11932,57.892967,25.025835,62.0
ahmedabad,2025-06-19,4.5999994,34.6175,26.7675,15.096411,72.45921,88.819336,49.512268,24.032084,88.0
ahmedabad,2025-06-20,13.0,32.517498,25.6175,10.8955765,81.11517,94.83812,60.6055,24.884165,76.0
ahmedabad,2025-06-21,1.5000001,33.067497,25.817501,13.88919,78.581924,92.828064,58.40533,24.844582,105.0
ahmedabad,2025-06-22,13.100001,31.2175,26.3675,10.587917,86.6084,95.65834,71.78449,25.436247,61.0
ahmedabad,2025-06-23,5.2,31.567501,26.3675,12.431733,83.72682,96.23715,65.31184,25.423752,60.0
ahmedabad,2025-06-24,24.8,31.667501,26.2675,9.109138,88.43646,97.378624,69.97115,25.915419,61.0
ahmedabad,2025-06-25,5.1,31.3675,26.317501,11.173057,86.276855,97.95214,71.3415,25.844584,56.0
ahmedabad,2025-06-26,2.5,32.317497,26.0175,18.416384,81.975494,96.79145,59.475643,24.736254,61.0
ahmedabad,2025-06-27,10.7,31.7675,26.1175,16.116785,84.03833,92.5801,69.782135,24.8175,62.0
ahmedabad,2025-06-28,4.7,32.9175,25.9675,15.779543,81.18415,94.830666,56.636066,24.59667,47.0
ahmedabad,2025-06-29,10.4,32.4175,26.0175,16.641972,77.58869,87.6997,60.76555,24.352915,52.0
akola,2025-06-01,0.0,36.161,26.011,19.189215,50.333363,72.174065,28.686354,18.519331,61.0
akola,2025-06-02,0.0,35.510998,25.011,21.605999,53.416397,74.49251,34.61768,19.17142,58.0
akola,2025-06-03,0.0,36.260998,25.561,13.737904,50.44884,72.09438,26.858803,18.038084,39.0
akola,2025-06-04,0.0,36.111,26.061,14.113652,52.666683,77.69483,34.036766,19.521418,40.0
akola,2025-06-05,0.0,38.510998,26.111,13.681184,45.2209,67.63373,25.333538,17.919333,44.0
akola,2025-06-06,0.4,36.810997,27.161001,16.974487,47.904755,70.843216,32.713093,19.22975,57.0
akola,2025-06-07,0.0,38.810997,27.711,22.747044,47.827835,70.29696,27.939789,19.940165,34.0
akola,2025-06-08,0.0,39.711,27.761,24.633709,47.23497,66.12753,28.496641,19.915163,76.0
akola,2025-06-09,0.0,40.361,27.761,27.180593,46.66464,65.98602,21.168549,19.346416,82.0
akola,2025-06-10,0.4,39.260998,27.811,27.067715,52.569775,69.52796,32.738853,21.094332,76.0
akola,2025-06-11,1.2,38.611,28.161001,14.897651,57.373257,73.25539,35.513508,22.161001,61.0
akola,2025-06-12,4.0,37.411,27.061,13.397612,63.47938,80.02085,38.964924,23.01725,53.0
akola,2025-06-13,15.8,37.711,25.761,16.697365,63.414734,94.50471,40.380825,23.500582,53.0
akola,2025-06-14,12.7,36.711,26.011,13.538345,70.9604,95.647064,43.431004,23.781836,40.0
akola,2025-06-15,12.700001,35.260998,26.561,17.932371,68.55695,92.06065,45.633022,23.040167,28.0
akola,2025-06-16,0.0,35.661,26.661001,20.527103,56.242237,74.08092,39.82774,21.000584,34.0
akola,2025-06-17,10.200001,31.461,25.311,20.495512,71.44089,93.9419,59.411346,22.535997,62.0
akola,2025-06-18,9.300001,34.111,25.161001,27.021591,73.91534,88.9608,49.081905,22.744331,26.0
akola,2025-06-19,0.2,34.810997,25.311,22.491356,62.620163,86.84697,40.72182,21.315165,32.0
akola,2025-06-20,0.70000005,33.711,25.711,23.0653,66.81298,79.27402,49.7331,21.940165,53.0
akola,2025-06-21,0.70000005,33.961,25.861,24.342628,65.376724,81.88638,45.701992,21.571417,45.0
akola,2025-06-22,17.000002,31.261,25.411001,25.687078,77.481926,91.699265,55.555416,22.946417,43.0
akola,2025-06-23,17.300001,29.611,25.711,23.42491,76.70785,89.01126,69.85011,22.496414,39.0
akola,2025-06-24,11.099999,30.911001,24.361,17.615187,81.9898,93.080864,61.725494,23.406836,44.0
akola,2025-06-25,66.7,26.061,24.661001,14.248452,93.75278,96.474556,90.052216,24.06933,31.0
akola,2025-06-26,9.1,31.661001,24.511,18.329973,76.87106,93.620285,56.633125,22.921417,35.0
akola,2025-06-27,3.6999998,32.911,25.111,22.930048,72.51667,90.0381,48.621418,22.163084,57.0
akola,2025-06-28,14.5,29.761,24.511,26.489983,78.36337,88.91394,59.226818,22.211,48.0
akola,2025-06-29,12.9,29.711,24.361,20.81239,80.059135,91.11175,67.947754,22.61725,40.0
alwar,2025-06-01,1.5,37.149,23.699,21.758419,50.89638,88.03514,29.187622,17.846916,77.0
alwar,2025-06-02,1.3,31.848999,23.299,18.040455,59.74211,73.18002,42.389076,18.807335,58.0
alwar,2025-06-03,0.4,36.649,23.549,20.868359,52.281223,78.310616,24.780958,16.728167,59.0
alwar,2025-06-04,0.0,36.399,23.499,10.765445,45.356842,63.846855,25.330534,15.45525,53.0
alwar,2025-06-05,0.2,37.749,22.649,12.864649,50.154156,75.54958,28.288239,17.994833,65.0
alwar,2025-06-06,0.0,40.049,26.348999,11.466438,44.26456,64.67572,24.763285,18.440664,82.0
alwar,2025-06-07,0.0,41.549,26.749,12.791403,37.76112,59.286488,21.11602,16.759417,92.0
alwar,2025-06-08,0.0,42.249,28.899,21.384424,26.881483,37.821587,15.614322,12.596917,81.0
alwar,2025-06-09,0.0,42.049,30.749,19.121557,24.520426,31.248959,16.150463,11.848999,75.0
alwar,2025-06-10,0.0,42.999,30.348999,18.519018,27.053862,35.53093,17.811554,13.596916,81.0
alwar,2025-06-11,0.0,42.699,27.949,12.24,33.513866,53.950665,18.118435,16.109413,98.0
alwar,2025-06-12,0.1,41.549,29.598999,10.7714615,44.043243,62.471886,22.157574,20.35525,105.0
alwar,2025-06-13,0.0,40.299,29.149,7.5170207,47.809666,66.66266,30.18793,21.180252,123.0
alwar,2025-06-14,0.6,38.049,28.749,11.722133,54.973156,67.14312,38.54315,22.111498,89.0
alwar,2025-06-15,7.0,33.999,25.749,12.931218,71.13647,96.79337,53.44585,23.790665,58.0
alwar,2025-06-16,18.900002,36.749,25.399,11.928989,76.949455,97.64678,43.309155,24.45733,75.0
alwar,2025-06-17,2.4,33.549,24.799,10.387107,77.22031,98.812,56.615208,24.286499,66.0
alwar,2025-06-18,4.7,34.349,24.848999,10.829958,76.523705,98.51746,52.21767,24.555246,76.0
alwar,2025-06-19,12.5,33.399,25.699,11.016824,84.7664,97.94283,59.721478,25.490667,67.0
alwar,2025-06-20,1.5000001,35.399,25.899,8.297589,76.18347,99.70469,51.69731,25.128164,62.0
alwar,2025-06-21,0.6,36.199,26.899,10.152064,70.24409,89.62776,49.378864,24.571915,60.0
alwar,2025-06-22,5.7,36.899,25.949,11.19189,70.5205,89.827255,46.2691,24.61983,71.0
alwar,2025-06-23,1.8000001,36.399,26.848999,7.0107627,74.6567,93.98926,51.02452,25.780249,70.0
alwar,2025-06-24,0.9000001,34.199,26.598999,14.178928,77.73551,93.75382,56.76902,25.636497,77.0
alwar,2025-06-25,18.7,35.049,25.799,13.533558,75.065956,98.52894,53.826874,25.040665,68.0
alwar,2025-06-26,3.1999996,34.349,26.549,10.088033,75.672424,93.15692,56.804413,25.084417,68.0
alwar,2025-06-27,0.70000005,35.549,25.899,9.085988,73.071144,98.23702,50.3538,24.755247,63.0
alwar,2025-06-28,1.0,34.599,27.348999,11.435313,69.51972,85.242355,55.187656,23.899002,63.0
alwar,2025-06-29,12.199999,34.949,25.799,15.96327,77.59078,97.65371,53.963966,24.890665,63.0
amaravati,2025-06-01,0.3,36.654,28.604,19.087639,55.07669,75.01919,39.241486,21.622751,70.0
amaravati,2025-06-02,0.0,36.154,28.104,17.280937,56.54631,73.47348,41.31118,21.854004,61.0
amaravati,2025-06-03,0.5,37.354,27.554,18.88628,57.303806,76.812645,38.00289,22.047752,83.0
amaravati,2025-06-04,0.0,36.804,27.904,17.728857,57.22136,81.31002,39.02726,22.331087,82.0
amaravati,2025-06-05,0.0,37.704,27.404,7.973005,53.015972,70.02541,34.16219,21.4915,96.0
amaravati,2025-06-06,0.0,37.354,28.054,13.277364,58.574062,82.55891,38.23764,23.081083,112.0
amaravati,2025-06-07,0.0,38.354,28.604,15.095336,53.72433,70.42291,35.74878,22.026917,81.0
amaravati,2025-06-08,0.0,37.754,29.404,22.117304,54.169083,67.92687,38.16068,21.914421,69.0
amaravati,2025-06-09,0.6,37.804,28.204,17.31746,57.00362,78.006485,39.645912,22.931086,96.0
amaravati,2025-06-10,6.1,33.004,25.954,13.608762,83.78127,96.80055,58.21516,24.939423,77.0
amaravati,2025-06-11,9.1,34.754,25.704,14.584443,80.4878,99.11542,53.222885,25.1915,100.0
amaravati,2025-06-12,0.4,35.604,26.354,11.620809,74.12002,97.66325,49.46522,24.912338,49.0
amaravati,2025-06-13,12.9,35.554,27.504,16.560978,76.0383,92.39115,49.512436,25.462334,51.0
amaravati,2025-06-14,2.6,35.054,27.304,21.079222,72.42745,95.42269,49.77446,24.426916,38.0
amaravati,2025-06-15,5.5,35.504,27.454,20.096418,66.19333,79.40293,48.258057,23.264418,33.0
amaravati,2025-06-16,0.1,35.804,28.504,19.820442,54.76674,68.507286,42.793827,21.478998,36.0
amaravati,2025-06-17,0.0,36.454,28.754,17.878086,55.06259,68.49294,42.405598,21.8665,57.0
amaravati,2025-06-18,0.0,36.204,29.404,20.275383,52.922153,64.55357,43.774628,21.606085,66.0
amaravati,2025-06-19,0.8,35.954,29.004,20.991426,55.42748,64.676765,44.02949,21.662333,66.0
amaravati,2025-06-20,0.2,36.504,27.054,23.138927,56.83833,76.66878,42.058052,21.85192,46.0
amaravati,2025-06-21,0.1,36.154,28.704,21.603,53.723957,69.04622,41.211227,21.339418,46.0
amaravati,2025-06-22,1.8,33.054,26.504,23.219301,64.99585,87.47881,50.484398,22.16025,51.0
amaravati,2025-06-23,9.4,31.204,24.854,17.106628,77.26972,90.56574,58.50373,23.441498,40.0
amaravati,2025-06-24,21.900002,32.104,25.754,18.782204,75.65822,94.50443,55.4206,23.512337,38.0
amaravati,2025-06-25,10.4,30.704,25.604,16.171976,82.96241,95.92285,65.13386,24.481087,37.0
amaravati,2025-06-26,0.1,34.454,26.954,16.778666,61.592228,82.47051,47.21919,22.231085,46.0
amaravati,2025-06-27,0.0,35.904,27.704,21.075378,58.46021,76.61183,42.689526,22.079,60.0
amaravati,2025-06-28,6.2999997,33.554,24.954,22.180935,61.287323,92.51791,49.238716,21.722748,54.0
amaravati,2025-06-29,2.8,32.354,25.104,18.123774,72.038704,93.35064,53.651596,22.637335,38.0
amravati,2025-06-01,0.1,34.9675,25.9675,18.014393,47.661957,69.01107,28.590866,17.650831,76.0
amravati,2025-06-02,0.0,35.317497,25.817501,20.167229,49.24577,69.081795,31.795492,18.198748,80.0
amravati,2025-06-03,0.1,36.2175,25.167501,13.272482,44.352207,69.17174,22.874058,16.190418,64.0
amravati,2025-06-04,0.0,36.4175,26.317501,20.700783,49.848415,75.8582,30.626152,18.573751,69.0
amravati,2025-06-05,0.0,39.017498,25.6175,13.615902,38.54424,65.68506,19.167147,15.327915,81.0
amravati,2025-06-06,0.0,36.067497,26.917501,20.558647,39.535458,55.88258,25.685846,16.250834,98.0
amravati,2025-06-07,0.0,39.7175,27.317501,18.681883,41.888798,66.44527,22.536205,18.01125,80.0
amravati,2025-06-08,0.0,40.6175,28.417501,21.362444,41.031345,62.018715,22.859877,18.277916,82.0
amravati,2025-06-09,0.0,41.267498,27.6175,21.993908,42.008152,67.74381,18.72447,18.069582,86.0
amravati,2025-06-10,0.4,38.9175,28.2675,13.523978,46.674393,64.228966,31.943556,19.704998,78.0
amravati,2025-06-11,6.8999996,38.067497,28.4675,14.618837,56.131138,71.03727,35.257416,21.859169,69.0
amravati,2025-06-12,0.5,37.1675,27.6175,9.587428,59.72995,82.25487,38.89914,22.719584,56.0
amravati,2025-06-13,13.2,37.317497,25.2675,16.813387,63.26534,96.78088,39.05945,23.08625,53.0
amravati,2025-06-14,1.1,36.3675,25.667501,14.769874,67.16628,91.439835,43.618046,23.127916,36.0
amravati,2025-06-15,6.7,34.567497,24.567501,23.272963,70.731,97.0481,47.130722,22.927916,20.0
amravati,2025-06-16,0.1,34.567497,25.817501,17.856325,61.710968,91.44899,42.461815,21.404999,24.0
amravati,2025-06-17,18.7,31.7175,24.917501,23.431133,71.19746,94.76277,54.989532,22.142502,48.0
amravati,2025-06-18,16.599997,34.017498,24.1175,25.084663,79.02354,94.72641,49.358154,22.869585,22.0
amravati,2025-06-19,0.5,33.2175,24.067501,23.623928,67.166176,93.30061,49.472584,21.417501,28.0
amravati,2025-06-20,1.4,32.767498,25.3675,23.983269,65.1629,79.9162,50.256638,21.37375,44.0
amravati,2025-06-21,7.2,31.8675,25.2175,23.763409,71.063896,91.96401,51.752155,21.89875,38.0
amravati,2025-06-22,18.7,32.067497,24.4675,29.17777,77.29256,94.18332,52.928055,22.552916,33.0
amravati,2025-06-23,5.0,28.917501,24.3675,24.496538,80.83717,94.74368,68.41343,22.70917,31.0
amravati,2025-06-24,12.5,31.5175,23.5175,18.775301,81.51299,95.02923,57.868217,22.836248,35.0
amravati,2025-06-25,19.000002,27.567501,23.817501,16.78156,92.27381,97.32503,78.386055,23.452919,38.0
amravati,2025-06-26,6.1000004,30.7175,23.9675,16.833609,80.59831,95.30007,59.83413,22.88833,30.0
amravati,2025-06-27,1.6000003,32.6175,23.917501,20.224983,72.57671,94.14726,47.800827,21.72375,59.0
amravati,2025-06-28,27.399998,27.7675,23.417501,22.637817,83.48915,94.15152,70.30741,22.140419,54.0
amravati,2025-06-29,6.6999993,28.7675,24.067501,21.605999,82.253075,91.61895,70.06567,22.534164,40.0
asansol,2025-06-01,0.0,36.961,26.961,13.698934,58.39847,79.86153,37.54668,21.942247,121.0
asansol,2025-06-02,1.8,35.010998,26.211,19.980808,62.21709,85.12147,42.40955,21.788084,90.0
asansol,2025-06-03,12.4,34.411,24.911001,12.145665,77.34731,93.62259,49.00975,23.558916,75.0
asansol,2025-06-04,0.0,33.411,24.611,9.927779,75.63136,96.178734,52.26248,23.719336,81.0
asansol,2025-06-05,0.8,36.060997,24.961,11.08572,67.29958,95.6152,43.656277,22.852663,108.0
asansol,2025-06-06,0.0,36.611,24.711,11.032987,61.112885,88.41246,34.78097,21.502665,104.0
asansol,2025-06-07,0.0,36.661,25.911001,13.324863,63.10773,89.286804,39.567184,22.7735,102.0
asansol,2025-06-08,0.0,36.861,26.711,15.385525,63.865555,95.67072,38.816265,23.338081,88.0
asansol,2025-06-09,0.90000004,36.510998,26.761,14.045767,65.24356,91.778854,42.721203,23.690168,86.0
asansol,2025-06-10,0.70000005,35.461,27.211,13.441071,70.168755,88.854,50.028946,24.619331,74.0
asansol,2025-06-11,0.90000004,35.810997,26.411001,12.097553,69.36065,95.3763,45.479465,24.271418,47.0
asansol,2025-06-12,0.0,35.461,27.011,12.56008,68.18688,89.91029,49.57814,24.485998,51.0
asansol,2025-06-13,0.3,37.161,27.611,15.668273,64.290535,89.94923,42.349316,24.192247,44.0
asansol,2025-06-14,1.5,36.310997,27.811,14.589996,70.54865,89.17198,48.097736,24.844332,55.0
asansol,2025-06-15,16.3,34.760998,26.511,11.521406,76.719,92.587715,50.001827,24.644335,51.0
asansol,2025-06-16,48.600002,30.661001,25.711,11.052058,88.33166,97.09419,68.747986,25.383911,35.0
asansol,2025-06-17,80.4,29.961,25.661001,18.532133,91.28663,97.36114,75.06813,25.263084,36.0
asansol,2025-06-18,27.200003,28.061,25.111,16.794106,92.889824,96.496475,83.79418,24.946417,29.0
asansol,2025-06-19,24.500002,30.861,25.011,18.108572,84.616684,96.767685,69.539314,24.708914,40.0
asansol,2025-06-20,4.9,33.010998,25.811,10.950452,80.56515,91.56032,62.71232,25.352663,44.0
asansol,2025-06-21,20.0,33.461,26.061,9.7565975,86.105125,97.08672,64.7333,26.044333,59.0
asansol,2025-06-22,18.000004,31.911001,25.361,11.276968,86.24594,99.111534,68.89043,25.502663,64.0
asansol,2025-06-23,25.3,32.361,24.911001,11.414043,84.73115,97.641754,65.47434,25.342253,54.0
asansol,2025-06-24,21.4,32.010998,24.611,17.828178,87.312675,100.0,66.96259,25.386,37.0
asansol,2025-06-25,9.600001,31.911001,25.561,23.177402,84.86997,97.36214,68.98487,25.256834,27.0
asansol,2025-06-26,4.2999997,31.611,25.061,12.688404,87.0113,97.94754,69.951546,25.21517,42.0
asansol,2025-06-27,15.499999,32.611,24.911001,8.404285,86.61614,100.0,66.29889,25.365166,44.0
asansol,2025-06-28,18.199999,32.260998,24.911001,9.668195,84.5763,97.65476,65.84531,24.942251,38.0
asansol,2025-06-29,28.900003,31.561,25.461,13.238261,86.74768,97.93921,66.89326,25.040169,35.0
aurangabad (maharashtra),2025-06-01,0.3,31.088999,21.338999,18.731247,69.24827,94.033646,47.695946,19.738998,108.0
aurangabad (maharashtra),2025-06-02,0.0,30.889,21.889,19.898752,67.74243,92.90711,47.401566,19.636919,80.0
aurangabad (maharashtra),2025-06-03,0.2,29.939,22.489,11.843124,70.84803,88.21244,53.71306,20.186914,64.0
aurangabad (maharashtra),2025-06-04,1.0,31.588999,22.639,10.310403,70.32367,91.25188,45.339825,20.297335,71.0
aurangabad (maharashtra),2025-06-05,0.3,33.589,22.439,10.3621235,64.15405,89.019875,38.894577,19.793165,82.0
aurangabad (maharashtra),2025-06-06,0.2,33.939003,23.039,13.1041975,64.57397,89.34037,36.722607,20.022333,74.0
aurangabad (maharashtra),2025-06-07,0.0,34.439003,23.789,16.986889,63.700924,88.58231,38.882484,20.524416,60.0
aurangabad (maharashtra),2025-06-08,1.0,34.239002,23.439,20.1865,63.82333,89.10548,42.994,20.514,54.0
aurangabad (maharashtra),2025-06-09,2.8,33.489002,23.439,20.499462,66.47859,85.630104,43.10104,20.518167,62.0
aurangabad (maharashtra),2025-06-10,2.3999999,31.739,24.039,20.652988,69.59949,83.81736,50.771015,21.02025,55.0
aurangabad (maharashtra),2025-06-11,0.0,33.139,24.689,18.0,68.93658,87.05409,46.011135,21.647333,54.0
aurangabad (maharashtra),2025-06-12,4.5,31.939,23.939,11.276967,77.64045,94.43146,55.549824,22.83275,100.0
aurangabad (maharashtra),2025-06-13,9.2,32.139,23.939,14.481893,78.81635,97.03546,57.128853,23.45775,76.0
aurangabad (maharashtra),2025-06-14,5.0,31.889,23.838999,17.414476,80.318954,97.61949,58.308025,22.986916,77.0
aurangabad (maharashtra),2025-06-15,8.999999,29.289,23.489,27.256779,83.38387,92.722435,63.662773,22.228584,36.0
aurangabad (maharashtra),2025-06-16,1.4000001,31.289,22.989,24.948027,73.0617,94.392685,51.925404,20.897335,38.0
aurangabad (maharashtra),2025-06-17,4.0,29.489,23.039,28.022827,80.14579,92.438515,61.221874,21.826502,46.0
aurangabad (maharashtra),2025-06-18,10.300001,27.039,22.939,26.127295,88.584175,96.42959,73.642395,22.341082,55.0
aurangabad (maharashtra),2025-06-19,0.9000001,30.689,22.489,23.760681,75.10084,93.238106,54.84538,20.984837,63.0
aurangabad (maharashtra),2025-06-20,1.9,30.639,22.689,23.599228,73.895195,91.816444,52.732697,20.780666,60.0
aurangabad (maharashtra),2025-06-21,0.2,30.539,22.739,24.957764,73.6229,90.422,55.02718,20.701498,47.0
aurangabad (maharashtra),2025-06-22,3.3999999,28.389,22.838999,29.92226,78.613846,89.05111,63.828896,21.105669,47.0
aurangabad (maharashtra),2025-06-23,3.2000003,28.739,23.139,26.642431,79.1005,91.292725,62.820335,21.114,41.0
aurangabad (maharashtra),2025-06-24,13.299999,29.139,23.139,20.957443,84.746994,94.72531,64.61062,22.057753,58.0
aurangabad (maharashtra),2025-06-25,23.000006,25.588999,22.588999,15.986593,92.955956,97.30356,82.25996,22.401499,46.0
aurangabad (maharashtra),2025-06-26,3.9999998,28.789,22.239,18.289274,83.59797,97.29452,63.94649,21.699417,40.0
aurangabad (maharashtra),2025-06-27,1.6000001,28.739,22.189,26.183659,75.8106,91.504715,58.285755,20.436916,52.0
aurangabad (maharashtra),2025-06-28,3.1,28.389,22.439,29.808891,77.301765,93.22087,59.667213,20.399416,47.0
aurangabad (maharashtra),2025-06-29,8.3,28.689,22.489,26.221373,81.03045,89.298485,62.554306,21.211918,44.0
baddi,2025-06-01,0.0,35.005,22.805,19.191748,33.833454,49.385807,23.111698,10.592501,196.0
baddi,2025-06-02,2.1000001,34.155003,21.305,20.85671,48.270046,83.810585,23.112473,13.892501,171.0
baddi,2025-06-03,5.6,31.555,20.055,13.479583,56.77476,94.27036,32.50964,15.115417,142.0
baddi,2025-06-04,0.0,33.455,19.355,13.70839,45.673725,70.146065,28.35798,13.442501,249.0
baddi,2025-06-05,0.0,34.905003,20.355,14.731435,47.54777,70.67207,29.761042,15.175831,189.0
baddi,2025-06-06,0.0,37.005,22.255,14.787414,47.40929,71.95379,30.161142,17.265417,175.0
baddi,2025-06-07,0.0,39.405003,24.255,18.057508,44.485413,70.96861,25.625607,17.871666,194.0
baddi,2025-06-08,0.0,40.555,23.905,18.35647,38.667088,69.666885,18.634386,15.857085,213.0
baddi,2025-06-09,0.0,40.905003,25.205,14.224556,35.27692,50.354588,21.333475,15.515415,190.0
baddi,2025-06-10,1.2,40.305,26.555,16.854767,37.62063,47.57764,27.314621,17.425833,189.0
baddi,2025-06-11,0.1,40.255,27.805,14.693999,46.29796,58.42883,32.388092,20.752916,205.0
baddi,2025-06-12,0.1,38.805,28.855,14.618837,46.89787,60.92548,33.465073,20.363333,174.0
baddi,2025-06-13,0.0,39.655003,26.555,15.804164,42.429195,66.752556,25.381735,18.009165,196.0
baddi,2025-06-14,1.4,37.505,25.355,14.068817,52.90211,95.912476,36.422146,20.53625,154.0
baddi,2025-06-15,2.5,36.455,24.405,17.682194,65.60903,88.35846,41.801575,21.857084,86.0
baddi,2025-06-16,13.7,31.605,23.005,10.009036,76.534454,98.221375,52.16589,22.544584,96.0
baddi,2025-06-17,0.0,35.055,25.255,8.149847,66.725334,88.16548,38.206184,22.159166,124.0
baddi,2025-06-18,1.0,35.405003,23.805,11.734564,66.39997,86.70783,47.94091,22.669584,141.0
baddi,2025-06-19,4.4,34.055,25.555,12.57426,74.56306,91.70781,55.890186,24.046667,142.0
baddi,2025-06-20,1.0,35.105003,25.705,11.712455,70.68235,88.73561,50.851494,23.707085,105.0
baddi,2025-06-21,1.0,33.405003,26.105,10.692969,73.536896,84.635544,59.188835,23.857084,102.0
baddi,2025-06-22,3.0999994,32.755,23.205,12.71901,74.37978,96.43132,60.658596,23.811249,207.0
baddi,2025-06-23,0.6,34.455,25.355,13.238261,74.011734,90.10453,54.494587,24.359163,137.0
baddi,2025-06-24,10.5,33.155003,25.405,12.124307,77.440765,93.085556,58.777706,24.357084,104.0
